Ticket ID,Device,Reported Issue,Event feed / Comments / Conclusions,Completed works
IT-011726,Dell Precision 7780,Gives a blue screen,,
IT-011725,Asus X571GT,Keyboard replacement,Conclusion: Pros that only the replacement of the top case is necessary. 3900 UAH. including delivery and replacement.,Replacing a modular keyboard with complete disassembly of the device
IT-011743,HP EliteBook 840,cleaning + wasp,,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal pads"
IT-011717,Apple A1990,Flooded,,Fault diagnosis with complete disassembly of the device
IT-011713,Sony WH-CH520,glue,,Restoring the device with functional diagnostics
IT-011710,Acer A315-59,OS,,Windows and software recovery
IT-011770,Pocketbook 623,to stitch,,
IT-011737,HP EliteBook 840,cleaning + wasp,,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal pads"
IT-011709,Asus FX506HE,Cooler prevention and replacement,,"Cleaning, preventive maintenance of the cooling system, replacement of phase transition thermocouples (factory) (lev VII), Installation, replacement of the cooling (radiator, cooler) of the device"
IT-011708,Samsung SM-A515F/N,Hearing aid,,Restoring the device with functional diagnostics
IT-011734,HP EliteBook 840,cleaning + wasp,,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal pads, HP CS03XL laptop battery"
IT-011701,Acer AN517-57,Prevention,,"Cleaning, prevention of cooling system, replacement of thermoelements (lev IV)"
IT-011700,Acer AN17-41,Prevention,,"Cleaning, prevention of the cooling system, replacement of liquid metal and thermal interfaces (lev III)"
IT-011703,Zonerich ZQ-T8356S,Gives a blue screen when turned on,,"Windows and software recovery, Replacement / installation / addition of SSD, HDD, RAM (random access memory), DVD, etc. with complete disassembly of the device"
IT-011699,Xiaomi Redmi Note 9S,Does not turn on,,Restoring the device with functional diagnostics
IT-011698,AENO RC2S,rides a bicycle,"Conclusion: AENO RC2S robot vacuum cleaner - after diagnostics, a warranty malfunction was detected, and therefore the device was replaced with a new one (S/N ARC20243301160) under warranty.",
IT-011742,HP EliteBook 840,cleaning + wasp,,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal interfaces, Replacement of touchpad, other laptop cursor control devices"
IT-011754,Asus FX517ZE,OS recovery,,"Windows and software recovery, cleaning, cooling system maintenance, replacement of phase transition thermocouples (factory) (lev VII)"
IT-011697,Acer Switch 3,Windows,,Windows and software recovery
IT-011741,HP EliteBook 840,cleaning + wasp,,
IT-011740,HP EliteBook 840,cleaning + wasp,,
IT-011712,Hp Pavilion 15,OS,,
IT-011711,Hp Pavilion 15,OS,,
IT-011706,Lenovo TB-X6C6X,Connector replacement,,
IT-011704,Silicon Power 16gb,data recovery,,
IT-011692,HP 15,Install OS,,
IT-011689,HP 17,Improve,,
IT-011688,Lenovo Legion 5,"Cleaning, check drivers, no password",,
IT-011687,Lenovo A340,"Roofing Pro - restore the program, make a normal antivirus",,
IT-011685,Fujitsu 14,"The microphone is not working, most likely the codec",Conclusion: Missing MF,
IT-011683,Samsung SM-J510UN/DS,Shutting down,,
IT-011673,Blackview Tab 10,Connector replacement,,"Replacement of connectors (power, audio, USB) of a phone, tablet"
IT-011681,Apple A1466,Meet + cleaning,,
IT-011677,Asus FX506HC,"Cleaning, improve",,
IT-011653,Hp 240 g8,Does not turn on,Conclusion: Repair of the device is impossible (impracticable). The device's components and parts exceed half the cost of the device and are not suitable for further operation.,Fault diagnosis with complete disassembly of the device
IT-011667,Asus G513IH,RAM replacement cleaning,,"Replacement / installation / addition of SSD, HDD, RAM (random access memory), DVD, etc. with complete disassembly of the device, Cleaning, prevention of the cooling system, replacement of liquid metal and thermal interfaces (lev III)"
IT-011666,Xiaomi Air 13.3,Cleaning,Conclusion: The cooler is defective.,"Cleaning, prevention of cooling system, replacement of thermoelements (lev IV)"
IT-011648,Asus X571GT,Keyboard replacement,Conclusion: Pros that only the replacement of the top case is necessary. 3900 UAH. including delivery and replacement.,
IT-011652,Kindle J9G29R,remove the battery,"Conclusion: The problem is in the MP, NOT IN THE BATTERY, the device itself discharged the book by 17% overnight. Refund for the battery is 1000 UAH.",
IT-011643,Motorcycle Moto E32s,Module replacement,,"Replacing the matrix (display, screen) with complete disassembly of the device"
IT-011664,XIAOMI M2101K9AG,Battery replacement,,Battery replacement with complete disassembly of the device
IT-011676,Xiaomi Dreame,Not charging,,
IT-011638,Pritom L10,Not charging,,"Replacement of connectors (power, audio, USB) of a phone, tablet"
IT-011642,Nintendo New 3DS XL,Glass replacement,,Replacing the display (module) of a smartphone/tablet/navigator
IT-011637,IQ Black,Deliver software,,"Installing the Windows software package, Installing image processing and graphics programs (for 1 pc.), Activating the Windows OS"
IT-011627,Hp Pavilion 15,does not turn on,,Fault diagnosis with complete disassembly of the device
IT-011646,Lenovo Legion 5,Cleaning,,"Cleaning, preventive maintenance of the cooling system, replacement of phase transition thermocouples (factory) (lev VII)"
IT-011620,Kindle J9G29R,Replacing a normal battery,Conclusion: Increased by 2.5 times,Battery replacement with complete disassembly of the device
IT-011617,Asus X571GT,"Cleaning + make or replace with another ""W""",,"Cleaning, preventive maintenance of the cooling system, replacement of phase transition thermocouples (factory) (lev VII)"
IT-011657,HP ProBook 450,SSD replacement + Ubuntu installation + cleaning,,"Windows/MacOS/Linux OS recovery, etc., cooling system cleaning, prevention, thermoelement replacement (lev V)"
IT-011631,Samsung SM-A045F/DS,Re-glue the module,,Replacing the display (module) of a smartphone/tablet/navigator
IT-011647,Samsung SM-A047F/DSN,"Does not turn on, replace module",,Replacing the display (module) of a smartphone/tablet/navigator
IT-011650,Samsung Galaxy A52 4G,Not charging,,"Restoration, replacement of power connector, audio, connectors, USB, video (laptop, PC, tablet laptop, etc.)"
IT-011613,Asus FX506HC,cleaning,,"Cleaning, preventive maintenance of the cooling system, replacement of phase transition thermocouples (factory) (lev VII)"
IT-011651,Asus X556U,prevention,,"Cleaning, prevention of cooling system, replacement of thermoelements (lev V)"
IT-011626,Acer A515-57,cleaning,,"Cleaning, preventive maintenance of the cooling system, replacement of phase transition thermocouples (factory) (lev VII)"
IT-011614,Valve Steam deck oled,display replacement,,Restoring the device with functional diagnostics
IT-011606,Dell Inspiron 15,"ssd + os+ cleaning, replacing thermal paste",,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal pads"
IT-011611,Lenovo IdeaPad Flex 5 14ITL05,keyboard cleaning and washing,,"Cleaning, prevention of the cooling system, replacement of thermoelements (lev IV), Cleaning, washing of the manipulator stick, joystick, gamepad"
IT-011604,Xiaomi M2001J2G,does not turn on,,
IT-011603,Asus M509DA,cleaning,,"Cleaning, prevention of cooling system, replacement of thermoelements (lev V)"
IT-011599,Seagate SRD0NF2,data recovery,,
IT-011598,HP 8570w,"look after home repairs, video card not working",Conclusion: board in short circuit,
IT-011597,Asus 1025C,"replace the rtc battery, check the network, and order a battery, it will work fine in chrome",,
IT-011595,Sony WI-C200,button replacement,,Fault diagnosis with complete disassembly of the device
IT-011591,Asus X515E,Artifacts on the screen,,"Cleaning, prevention of cooling system, replacement of thermoelements (lev V)"
IT-011586,Acer A715-42G,"Cleaning, touchpad is stuck, rinse and look at the touchpad",,"Cleaning, prevention of the cooling system, replacement of thermoelements (lev V), Restoration of the device with diagnostics of functionality"
IT-011585,Apple A1398,No image,,"Reassembly with disassembly of the device with reconnection of all components (modules, cables, etc.)"
IT-011584,Lenovo Gaming 3,"cleaning, replacing thermal paste, cleaning after pouring",,"Cleaning, prevention of the cooling system, replacement of thermoelements (lev V), Restoration of the device after ingress of moisture, dirt and other foreign particles"
IT-011583,Apple A2681,Works only on charge,"Conclusion: the battery is blocked, or there is a short or coffee got under the controller chip somewhere, there are no visible signs",Battery replacement with complete disassembly of the device
IT-011605,Sony YY2957,the right one is not working,,Restoring the device with functional diagnostics
IT-011572,Gigabyte chassis,wasp,,
IT-011576,Samsung Galaxy A20,Not charging,,
IT-011578,Acer VG240Y,"The output to the speakers is rumbling, minijack",Conclusion: Motherboard replaced,
IT-011570,Samsung Galaxy A05,Frp,,
IT-011565,Dell 5310,Makes noise,,"Installation, replacement of cooling (radiator, cooler) of the device, Cleaning, prevention of the cooling system, replacement of thermoelements (lev IV)"
IT-011562,green /,to solder,,
IT-011557,Acer A515-43,"Problems with sound, it starts to crackle after a while... it was flooded in the sound area",,
IT-011563,Samsung Sm-g965w,Replacing the bottom board,,Restoring the device with functional diagnostics
IT-011594,AENO sc3,Shutting down,Notes: Battery pack replaced,Replacing the battery pack of a robot vacuum cleaner
IT-011553,Acer ANV15-41,Add RAM,,"Replacement / installation / addition of SSD, HDD, RAM (random access memory), DVD, etc. with complete disassembly of the device"
IT-011546,realme cloudpro002,The cooler is noisy.,,"Ordering a cooler from China, cleaning, cooling system maintenance, replacing thermoelements (lev V)"
IT-011564,Hp 15-fc0107ua,Does not turn on,,
IT-011548,Dream Machines V170RND,Stripes as shown + cleaning,,"Replacement of the matrix (display, screen) with complete disassembly of the device, cleaning, prevention of the cooling system, replacement of thermocouples with phase transition (factory) (lev VII)"
IT-011545,Asus FX507Z,soaked in tea,,"Cleaning, prevention of the cooling system, replacement of phase transition thermocouples (factory) (lev VII), Restoration of the device after ingress of moisture, dirt and other foreign particles"
IT-011541,Dell Precision 7780,Stripe on the screen,,
IT-011540,Apple A2681,Flooded,,"Device restoration after moisture, dirt and other foreign particles get in, Delivery by Nova Poshta at the courier company's rate, Cleaning, cooling system prevention, replacement of phase transition thermocouples (factory) (lev VII)"
IT-011549,Samsung SM-A245F/DSN,charging connector,,
IT-011543,Redmi 9c,drowned in water,,"Device recovery after exposure to moisture, dirt, and other foreign particles"
IT-011538,Gigabyte chassis,wasp,,Windows and software recovery
IT-011534,HP 450 G8,Install Archicad 2024,,"Installation of programs for image processing, graphics (for 1 pc.)"
IT-011527,Acer AN515-57,Cleaning + looking at the cooler,,"Cleaning, preventive maintenance of the cooling system, replacement of phase transition thermocouples (factory) (lev VII)"
IT-011526,Acer A315-44P,Does not turn on,,
IT-011517,wester digital black-500,connector replacement,"Conclusion: the smart flash drive is broken, most likely they shorted it out when they broke the connector",Fault diagnosis with complete disassembly of the device
IT-011514,Acer Nitro 5,Cleaning + RAM,,"Cleaning, prevention of cooling system, replacement of thermoelements (lev IV)"
IT-011524,Acer AN515-58,"cleaning, replacing thermal paste",,"Cleaning, preventive maintenance of the cooling system, replacement of phase transition thermocouples (factory) (lev VII)"
IT-011536,HP 15s,Cleaning,,"Cleaning, prevention of cooling system, replacement of thermoelements (lev IV)"
IT-011520,Medion Black,On a piece of paper,,
IT-011519,Lenovo 500S-11IBY,"It won't turn on, it's been standing for a year",,
IT-011509,Lenovo m93z,blue screen,,
IT-011504,Samsung np-sf510,"axis, frame",,Windows/MacOS/Linux OS recovery and more.
IT-011500,Lenovo Z50-75,Does not turn on,Conclusion: It is best to replace the entire MP,Fault diagnosis with complete disassembly of the device
IT-011515,ASUSTek ASUS Zenfone 4 ZE554KL,Suddenly turned off. DO NOT FLASH,Conclusion: Burnout on the board,Fault diagnosis with complete disassembly of the device
IT-011487,HP ProBook 445R,"Cleaning, OS, SSD",,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal interfaces, Replacement / installation / addition of SSD, HDD, RAM (random access memory), DVD, etc. with complete disassembly of the device, Installation of programs for image processing, graphics (for 1 pc.)"
IT-011488,Hp 240 g8,"cleaning, replacing thermal paste, setting up an office",,"Cleaning, prevention of the cooling system, replacement of thermoelements (lev II), Installation of Microsoft Office package"
IT-011508,Acer A315-34,OS SSD cleaning,,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal pads"
IT-011476,Apple 12 mini,battery replacement,,Battery replacement with complete disassembly of the device
IT-011482,Blackview Tab 12,Not charging,,"Replacement of connectors (power, audio, USB) of a phone, tablet"
IT-011456,Logitech Pro x,The right earbud is not working.,Conclusion: no malfunction detected,
IT-011461,Asus FA506NF,"Disable all network, Wi-Fi, LAN, web, microphone","Conclusion: Disable Wi-Fi, camera, microphone",Restoring the device with functional diagnostics
IT-011462,HP 15,"Check, it seems like there is not enough RAM",,"Replacement / installation / addition of SSD, HDD, RAM (random access memory), DVD, etc. with complete disassembly of the device"
IT-011511,Dell Vostro 3500 15,charging connector replacement,,"Cleaning, prevention of the cooling system, replacement of thermoelements (lev IV), Replacement of the video connector, LVDS, etc. on the device's motherboard"
IT-011432,Asus K6500Z,OS with data retention,,"Windows and software recovery, information recovery from physically damaged media"
IT-011448,Asus N53S,Improve,,
IT-011447,Lenovo T520,Does not turn on,,Fault diagnosis with complete disassembly of the device
IT-011424,Acer AN515-57,SSD + Cleaning +OS,,"Replacement / installation / addition of SSD, HDD, RAM (random access memory), DVD, etc. WITHOUT complete disassembly of the device, Cleaning, prevention of the cooling system, replacement of phase transition thermocouples (factory) (lev VII), Windows and software recovery"
IT-011431,Asus RC71L,replace ssd and replace thermal paste,"Conclusion: replacing thermal paste, installing SSD, duplicating the disk",
IT-011423,Asus TUF506QE,Cleaning + SSD,,"Cleaning, prevention of cooling system, replacement of thermoelements (lev IV)"
IT-011422,Acer AN515-57,Cleaning + SSD,,"Cleaning, prevention of cooling system, replacement of thermoelements (lev IV)"
IT-011421,Dell E5540,Improve,,"Cleaning, prevention of the cooling system, replacement of liquid metal and thermal interfaces (lev I), Restoring information from one HDD to another HDD, Replacing / installing / adding SSD, HDD, RAM (random access memory), DVD, etc. WITHOUT complete disassembly of the device"
IT-011502,Samsung SM-M336B/DS,display switch,,Replacing the display (module) of a smartphone/tablet/navigator
IT-011429,Asus FX506HC,"thermal paste replacement, diagnostics",Conclusion: no malfunctions detected,"Cleaning, prevention of cooling system, replacement of thermoelements (lev V)"
IT-011418,Acer E1-531G,Improve,,"Windows OS recovery with software package + Cleaning, laptop prevention with thermal interface replacement, Replacement / installation / addition of SSD, HDD, RAM (random access memory), DVD, etc. WITHOUT complete disassembly of the device"
IT-011477,HP 15,FAN Error + office activation,,"Original fan for HP 15-DW, 15-DU, 15S-DU laptop, 4pin (L52034-001) (Cooler), Cleaning, cooling system prevention, replacing thermoelements (lev IV), Microsoft Office activation"
IT-011413,AENO sc3,throws an error,,
IT-011453,Asus b1400c,"save data, save medoc backup, install windows 10",,"Windows and software recovery, Windows OS crash data recovery"
IT-011396,Kingston HMIQ1S,Not working,,
IT-011390,Samsung A326B,Display after flooding,,
IT-011391,Acer A515-43,Sound problems continued,,Windows and software recovery
IT-011383,Lenovo mix,installing windows os,,Windows and software recovery
IT-011380,Hp ProBook 455 G8,Cleaning,,"Cleaning, preventive maintenance of the cooling system, replacement of phase transition thermocouples (factory) (lev VII)"
IT-011377,Hp Pavilion 15,OS,,Windows and software recovery
IT-011419,Hp 15-eq1038ua,problems with wasps,,"Data recovery in case of Windows OS failure, Windows and software recovery"
IT-011420,Acer AN517-55,Add RAM,"Conclusion: Kingston FURY Impact DDR5 RAM module 32 GB KF548S38IB-32 326123Е1Е10000010649957002. This RAM does not work in the laptop. The laptop slots are working, other RAM initializes the BIOS.","Replacing/installing/adding SSD, HDD, RAM, DVD, etc. WITHOUT completely disassembling the device"
IT-011415,HP 240r,Does not turn on,,
IT-011464,HP 4540s,Does not turn on,Conclusion: 1 RAM slot does not work on 4Gb,"Firmware, reprogramming CMOS (BIOS) with desoldering of the microcircuit and disassembly of the device, Cleaning, prevention of the cooling system, replacement of thermoelements (lev I)"
IT-011455,Nokia ta-1016,unblock,,Google account unlocking
IT-011375,Hp Pavilion 15,OS,,Windows and software recovery
IT-011374,HP 15,blue screen,,"Cleaning, preventive maintenance of the cooling system, replacement of phase transition thermocouples (factory) (lev VII)"
IT-011452,HP 15,OS+charging,,Windows and software recovery
IT-011371,Asus x550l,"cleaning, replacing thermal paste, os, checking the speakers",,"Windows and software recovery, cleaning, cooling system prevention, replacement of thermoelements (lev III)"
IT-011367,Asus g752v,"The beeps, sound, and keyboard backlight do not work.",,
IT-011392,Lenovo Legion 5,after water,,"Cleaning, prevention of the cooling system, replacement of phase transition thermocouples (factory) (lev VII), Flushing the keyboard keys"
IT-011356,kiano intect x2,does not turn on,"Conclusion: power supply controller shorted, no RF",
IT-011348,Asus 19v 1.5a,Cable replacement,,
IT-011376,Hp Pavilion 15,OS,,Windows and software recovery
IT-011341,Lenovo Z510,Improve,,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal pads"
IT-011349,Dell Precision 7750,"prevention, test RAM",,Turnkey Windows recovery + Comprehensive online maintenance of OS and software for 3 months
IT-011389,Redmi 7,Battery replacement,,Restoring the device with functional diagnostics
IT-011433,Acer A515-43,Sound problems continued,,
IT-011372,beats pink,the right one is not working,,
IT-011361,POCO M2012K11AG,"does not turn on, after discharging to 0, it turns on for a very long time",,
IT-011337,Lenovo Ideapad 3,Gives a blue screen,Conclusion: BIOS firmware + RAM,
IT-011331,Xiaomi Mi Notebook Pro 14.0,Sometimes the cooler makes noise + cleaning,,
IT-011336,Acer A515-43,Sound problems,,
IT-011327,Dell Latitude 3450,upgrade + larger storage media,,
IT-011326,Xiaomi Mi Notebook Pro 15 Ryzen Edition 2021,Cleaning,,
IT-011323,Dell E5430,Restore OS,,
IT-011328,Lenovo 15,Matrix replacement,,
IT-011316,AENO ARC0002S,spinning in place,,
IT-011311,HP 4540s,Battery + OS + Cleaning,,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal pads"
IT-011310,AENO ARC0002S,"spinning around, error",,
IT-011283,Asus F5555UJ,Cooler cleaning + replacement,Conclusion: faulty power supply,"Cleaning, prevention of the cooling system, replacement of thermoelements (lev II), Installation, replacement of cooling (radiator, cooler) of the device"
IT-011307,Asus GL703VM,Shutting down,,
IT-011300,Hp pavilion 17,cleaning+replacing thermal paste+axis,,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal interfaces, CMOS (BIOS) firmware of the computer with software resources"
IT-011301,Acer AN517-55,Add RAM,,"Replacing/installing/adding SSD, HDD, RAM, DVD, etc. WITHOUT completely disassembling the device"
IT-011297,Apple A1990,flooded,,Fault diagnosis with complete disassembly of the device
IT-011279,Logitech G Pro X,not working,"Conclusion: CPU (main controller) failed, beyond repair",Fault diagnosis with complete disassembly of the device
IT-011296,Lenovo Legion 5,"thermal paste replacement, cleaning, cooler replacement",,"Cleaning, prevention of cooling system, replacement of thermoelements (lev IV)"
IT-011276,Apple iPhone X (A1901),Replacing the back cover + re-plying the module,,"Replacement of the display (module) of a smartphone/tablet/navigator, Replacement of the back cover of a smartphone"
IT-011273,Lenovo TB-J606L,Not charging,,"Replacement of connectors (power, audio, USB) of a phone, tablet"
IT-011295,Asus Q528E,Doesn't turn on or charge,,Restoring the device with functional diagnostics
IT-011271,Xiaomi Redmi,Connector replacement,,
IT-011293,Dell T1600,Not loading,,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal pads"
IT-011266,HP 15,OS + cleaning,,"Cleaning, prevention of the cooling system, replacement of thermoelements (lev I), Windows / MacOS / Linux OS recovery, etc."
IT-011265,Apple A2270,Button + black glass,,
IT-011282,Asus G713PV,Cleaning + OS,,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal pads"
IT-011262,Asus GL703VM,Cleaning,,"Cleaning, prevention of the cooling system, replacement of thermoelements (lev IV), Replacement, restoration, repair of laptop hinges"
IT-011260,Acer A515-52G,cooler+keyboard and display frame,,Restoring the device with functional diagnostics
IT-011257,Lenovo Ideapad 5 PRO,Laptop prevention,,"Cleaning, preventive maintenance of the cooling system, replacement of phase transition thermocouples (factory) (lev VII)"
IT-011251,Acer Aspire 5,matrix,Conclusion: Matrix Replacement,
IT-011246,HP 250,Improve,,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal pads, Replacement / installation / addition of SSD, HDD, RAM (random access memory), DVD, etc. with complete disassembly of the device"
IT-011241,Motorola XT2307-1,display replacement,Conclusion: Original MFs are not available for order (,
IT-011238,Apple A2270,White glass replacement,,Replacing the display (module) of a smartphone/tablet/navigator
IT-011229,Smartwatch Atlas,Does not turn on,,Restoring the device with functional diagnostics
IT-011235,Asus K750JB,"Cleaning, OS",,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal pads"
IT-011234,Dell XPS 15 9560,Replacing the keyboard module,,Replacing a modular keyboard with complete disassembly of the device
IT-011215,Apple A2337,Flooded,,"Device recovery after exposure to moisture, dirt, and other foreign particles"
IT-011228,Lenovo 110-15ibd,no image,,Fault diagnosis with complete disassembly of the device
IT-011214,Apple 12 pro,"speakers, bybit, go to aliexpress, restore mail","Conclusion: AT COST - 6,740",
IT-011213,Shure MV7,Connector,,Restoring the device with functional diagnostics
IT-011222,HP 250,Improve,,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal pads"
IT-011206,Apple 12,display replacement *,,Replacing the display (module) of a smartphone/tablet/navigator
IT-011204,Acer A715-42G-R3EZ,cleaning + keyboard cleaning,,"Cleaning, prevention of the cooling system, replacement of thermoelements (lev III), Restoration of the touchpad, other cursor control devices of the laptop"
IT-011242,Deluxe Black,Cleaning + OS VIRUSES (!!! Be sure to save INFORMATION from the desktop and drive D to a flash drive) + Antivirus. OS - license + repair or replace the humming cooler,,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal pads"
IT-011184,Lenovo Ideapad Gaming 3,Cleaning,,"Cleaning, prevention of the cooling system, replacement of thermoelements (lev V), Installation, replacement of cooling (radiator, cooler) of the device"
IT-011191,Apple iPhone,battery replacement,,Battery replacement with complete disassembly of the device
IT-011183,Asus K55V,improve,,"Windows OS recovery with software package + Cleaning, laptop maintenance with replacement of thermal pads, Replacement of modular keyboard with complete disassembly of the device"
IT-011170,Lenovo Ideapad Gaming 3,Cooler replacement,Conclusion: Replacement of two coolers on GPU and CPU + Cleaning with replacement of thermal interfaces with phase transition. It was necessary to replace.,"Installation, replacement of cooling (radiator, cooler) of the device, Cleaning, prevention of the cooling system, replacement of phase transition thermocouples (factory) (lev VII)"
IT-011169,Asus K55VD,Improve,,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal pads, Replacement / installation / addition of SSD, HDD, RAM (random access memory), DVD, etc. with complete disassembly of the device"
IT-011194,Xiaomi Redmi Note 4X,It's warming up.,,
IT-011162,Asus X302U,The screen is blinking on a new battery,,"Cleaning, prevention of cooling system, replacement of thermoelements (lev II)"
IT-011159,Dell 3520,does not turn on,,"Cleaning, prevention of the cooling system, replacement of thermoelements (lev IV), Reassembly with disassembly of the device with reconnection of all components (modules, cables, etc.)"
IT-011156,Asus G771JW,Freezes,"Conclusion: The video card is burned out, disabling the video card using software, for correct operation, the MP needs to be replaced - UAH 5,500. cost of the fee",Disabling the video card using software
IT-011155,Lenovo A340,Roofing Pros - restore the program,,
IT-011292,Apple A1893,Unblock,,
IT-011150,Sony ps vita,battery replacement,,Restoring the device with functional diagnostics
IT-011145,Dell 15,Battery replacement,,
IT-011198,Samsung SM-T585,Not working,,"Replacement of connectors (power, audio, USB) of a phone, tablet"
IT-011140,Lenovo Ideapad 5,oc+ is not turning on properly,Conclusion: Only replacing the MP +- 7 thousand.,Fault diagnosis with complete disassembly of the device
IT-011123,Xiaomi Redmi Note 8T,Unblock,,
IT-011119,Apple A1311,Put MacOS + Windows,,"Windows and Software Recovery, Windows/MacOS/Linux OS Recovery and etc., OS Setup"
IT-011128,Apple 15,Remove password,,
IT-011115,HP RTL8821CE,hangs,Conclusion: No problems found ((( Works without freezing (((,
IT-011114,FRIME black-blue,wasp,,Windows/MacOS/Linux OS recovery and more.
IT-011117,Asus FX506LU,"Cleaning, wasps",,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal pads"
IT-011110,HP EliteBook x360,The touchscreen is not working.,,Windows and software recovery
IT-011099,Hp 15s-fq5000ua,The keyboard stops working periodically.,"Conclusion: Keyboard cable attachment, 3 bends","Reassembly with disassembly of the device with reconnection of all components (modules, cables, etc.)"
IT-011105,Asus G771JW,"Battery, Cleaning, OS, touch pad stops working",,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal pads, ASUS laptop battery"
IT-011103,Lenovo Ideapad Gaming 3,ssd+RAM+cleaning,,"Cleaning, prevention of cooling system, replacement of thermoelements (lev V)"
IT-011109,Gamemax Black,Cleaning,,"Cleaning, prevention of cooling system, replacement of thermoelements (lev IV)"
IT-011085,Vento A8,"Cleaning, OS",,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal pads"
IT-011097,MSI GE76,"cleaning, replacing thermal paste",,
IT-011089,HP G6,Keyboard replacement,,
IT-011084,Acer E732G,"Look at the SSD (under warranty), cooler",,"Installation, replacement of cooling (radiator, cooler) of the device, Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal interfaces"
IT-011080,Apple A1398,"System does not start after crash, save data",,
IT-011071,Dell Vostro 14,SSD + OS,,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal pads"
IT-011067,Apple MacBook Pro,"Flooded, disassemble and check if there is liquid in the laptop",,"Urgent diagnostics of device malfunction, Cleaning, blowing the device with compressed air from dust and other substances with complete disassembly of the device, Disassembly / assembly of the Apple laptop and inspection for traces of flooding"
IT-011079,Lenovo S145-15API,"OS, Save data",,Windows and software recovery
IT-011066,Logitech F310,The b button does not work.,,
IT-011065,Medion E4251,The camera is not working.,,
IT-011060,Hp 430 g5,hangs,Conclusion: CPU problem,
IT-011059,HP 650 G1,ssd windows ram,,
IT-011057,Lenovo Ideapad Gaming 3,The display in the system does not work.,,
IT-011048,Asus 15,Matrix replacement,,
IT-011039,Acer A517-51,No. IT-010941 is the same,,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal pads, Replacement / installation of SSD laptop / PC (HDD to SSD, etc.)"
IT-011024,Asus M1502I,"Flooded, turns on. Wash the left side of the keyboard",,"Device recovery after exposure to moisture, dirt, and other foreign particles"
IT-011013,Retroflag GPi CASE 2,"Something is hanging around inside, clean the dust between the screen and the case","Conclusion: Gluing the battery, matrix, cleaning (Nothing worked, problem with the glass)",Restoring the device with functional diagnostics
IT-011004,Asus UX563F,coffee-soaked thermal paste replacement,,"Cleaning, prevention of the cooling system, replacement of thermoelements (lev IV), Keyboard washing with disassembly of keys"
IT-011012,Apple A1534,Keyboard and trackpad not working,,
IT-010982,Jbl black,not turning on not charging,,Restoring the device with functional diagnostics
IT-010972,Asus FA507NU,Improve + Clean,,"Cleaning, prevention of cooling system, replacement of thermoelements (lev VII)"
IT-010966,HP 15,There was no backlight. There was a stripe on the screen.,,
IT-010962,Acer A315-24P,The sound suddenly disappeared.,,"Cleaning, preventive maintenance of the cooling system, replacement of thermoelements (lev III)"
IT-011049,Asus X550VC,Turns off and freezes,,
IT-010949,Huawei MediaPad M3 Lite,flash linage os,,
IT-011009,Asus G550JK,Does not have WI-FI,,
IT-010990,Acer Black,"It keeps rebooting itself, blue screen and won't turn on",,Windows and software recovery
IT-010985,HP 15,"Motherboard replacement, RISKS approval.",,Restoring the device with functional diagnostics
IT-010945,Asus X512D,Improve,,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal pads"
IT-010969,Lenovo iOQ 15IAX9I,oh,,Windows and software recovery
IT-010967,HP 250 G6,OS+SSD+ OPERATIVE,,"Windows and software recovery, Laptop/PC SSD replacement/installation (HDD to SSD, etc.)"
IT-010960,Acer ANV15-51,Matrix replacement,,
IT-011015,Asus R415JA,Not loading,,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal pads"
IT-011020,Black Black,Not loading,,"Windows and software recovery, Installation, replacement of computer RAM, Recovery, firmware, reprogramming CMOS (BIOS)"
IT-010928,MSI 17,Cleaning,,
IT-010924,Gigabyte AERO 16,Cleaning,,"Cleaning, prevention of cooling system, replacement of thermoelements (lev VII)"
IT-010921,Samsung Galaxy Tab S6 Lite,display glass replacement,,Replacing the display (module) of a smartphone/tablet/navigator
IT-010909,AENO ARC0003S,lidar is not working,,
